"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Hydroxy-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Keto-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|N-desalkyl-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Hydroxy-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Keto-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole|Concentration in container [µmol/l]","Organism|Lumen|Hydroxy-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Keto-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|N-desalkyl-Itraconazole|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.988,8.605377E-06,0.0004824667,2.96351E-07,2.063174E-08,8.869601E-05,0.002715304,3.37892E-06,4.230207E-07,0,0.02545853,0,0
0,4.98,0.0001293554,0.002871578,5.102446E-06,6.35752E-07,0.0006737116,0.00874379,2.847807E-05,5.407018E-06,0,0.04677416,0,0
0,5.976,0.00030524,0.005115673,1.235587E-05,1.885265E-06,0.001285041,0.01303208,5.524551E-05,1.217075E-05,0,0.05816896,0,0
0,8.964,0.001687807,0.0166061,6.956609E-05,1.590503E-05,0.00473003,0.03107863,0.0002034796,6.065811E-05,0,0.09639258,0,0
0,11.952,0.004890539,0.03552672,0.0001977498,5.655688E-05,0.01089988,0.05689486,0.0004555391,0.0001608445,0,0.137616,0,0
0,14.94,0.01037213,0.06160269,0.0004065144,0.000132066,0.0199314,0.08963037,0.0008036591,0.0003130242,0,0.1797629,0,0
0,17.928,0.01830984,0.09405429,0.0006938946,0.0002426304,0.03167044,0.1286558,0.001232894,0.0005090488,0,0.2235126,0,0
0,19.97676,0.02515521,0.1196617,0.000932279,0.0003361917,0.04114656,0.1588957,0.001566417,0.0006630826,0,0.2546484,0,0
0,20.916,0.02866037,0.1322725,0.001051792,0.0003831876,0.04584849,0.1736873,0.001728624,0.0007378691,0,0.2690785,0,0
