"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Hydroxy-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Keto-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|N-desalkyl-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Hydroxy-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Keto-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole|Concentration in container [µmol/l]","Organism|Lumen|Hydroxy-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Keto-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|N-desalkyl-Itraconazole|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0.01406212,1.0402,0.0005014907,7.006702E-05,0.02577598,1.454759,0.0009343424,0.0002045564,0,0,0,0
0,12,0.06086307,1.402245,0.00201416,0.0003924351,0.08457706,1.815377,0.002846588,0.0007809433,0,0,0,0
0,18,0.1176279,1.677457,0.003671726,0.0008041958,0.1480796,2.109483,0.004727024,0.001403305,0,0,0,0
0,24,0.1746832,1.913257,0.005235661,0.001199718,0.2092128,2.366492,0.006440874,0.001969989,0,0,0,0
0,30,0.2288752,2.122223,0.006666954,0.001552915,0.2661677,2.595139,0.007988388,0.002464934,0,0,0,0
0,36,0.2792124,2.31004,0.007968243,0.001863287,0.3185611,2.800421,0.009385442,0.002894005,0,0,0,0
0,42,0.3255509,2.480321,0.009151551,0.00213643,0.3665353,2.98602,0.01065233,0.003266978,0,0,0,0
0,48,0.3680969,2.635801,0.01023081,0.002378412,0.4104416,3.154906,0.01180573,0.003593439,0,0,0,0
0,54,0.4071916,2.778698,0.01121352,0.002595307,0.4507011,3.30954,0.01284865,0.003882835,0,0,0,0
0,60,0.4432142,2.91085,0.01211955,0.002790875,0.4877417,3.451983,0.01381177,0.004140195,0,0,0,0
0,66,0.4757313,1.985838,0.01297476,0.002975323,0.5203645,2.114197,0.01473113,0.004390829,0,0,0,0
0,72,0.5018729,1.713505,0.01379314,0.003184221,0.5452714,1.84243,0.01559706,0.004694187,0,0,0,0
