"Time [h]","Avg [mg/l]"
0.5,0.04378571
1.25,0.1359609
1.5,0.1544002
1.75,0.1635889
2,0.1773791
3,0.2395825
4,0.2538407
5,0.2538407
7,0.234106
9,0.2235257
24,0.1117
32,0.07626969
48,0.03434682
72,0.01185583
96,0.005401167
