"Time [h]","Avg [mg/l]"
2,0.0485623
3,0.144409
5,0.2990415
6,0.2504792
8,0.1750799
12,0.0971246
24,0.05367412
36,0.0370607
48,0.02300319
72,0.01405751
96,0.007667732
