"Time [h]","Avg [mg/l]"
0.5,0.4363436
1,0.5396476
2,0.4455947
3,0.4178414
4,0.3823788
5,0.3052863
6,0.2482379
8,0.195815
10,0.1696035
12,0.1480176
24,0.07555066
36,0.04779736
48,0.0370044
60,0.030837
72,0.0277533
