"Time [h]","Avg [mg/l]"
1,1.844787
1.25,1.478673
1.5,1.17654
2,0.9419432
3,0.7713271
5,0.4300948
7,0.3341232
12,0.2701422
24,0.4123223
36,0.4514218
48,0.8175355
72,0.7713271
96,0.9277252
120,0.899289
144,0.8566351
145,2.740521
145.25,2.370853
145.5,2.026066
146,1.890995
147,1.716825
149,1.53199
151,1.354265
153,1.308057
156,1.14455
168,0.9170616
