"Time [h]","Avg [mg/l]"
0.5,0.3326087
1,0.54
2,0.63
3,0.675
4,0.6886957
5,0.6280434
6,0.5928261
8,0.5380435
10,0.5028261
12,0.4617392
24,0.2797826
36,0.1506522
48,0.08608697
60,0.05086956
72,0.03913044
