"Time [h]","Avg [mg/l]"
0.5,0.01214821
1,0.02870821
1.5,0.05140652
2,0.06507704
3,0.1087225
4,0.1302065
6,0.1028544
8,0.07686294
24,0.01893578
32,0.01395575
48,0.006507705
56,0.004931124
72,0.002870821
96,0.000933371
