"Time [h]","Avg [mg/l]"
1,0.0147746
2,0.07870664
3,0.1516742
4,0.203759
5,0.203759
6,0.1673581
8,0.1245781
12,0.07616693
24,0.03762691
36,0.02580364
48,0.01858792
72,0.008053469
