"Time [h]","Avg [mg/l]"
3,3.260036
8,0.5931304
11,3.754864
24,0.6718956
27,3.572182
32,1.07914
35,3.914215
48,1.192338
51,4.148733
72,1.172679
75,4.434007
96,1.222446
99,4.397301
120,1.4316
123,4.218283
144,1.455599
147,4.148733
148,2.806987
148.5,2.205704
149,1.996301
151,1.704645
153,1.581768
155,1.555689
160,1.274325
168,1.594972
176,1.504812
192,1.407996
216,1.373318
240,1.317409
312,0.993063
