"Time [h]","Avg [mg/l]"
0.5,0.3341772
1,0.482821
2,0.4426763
3,0.4242315
4,0.3884268
5,0.3124774
6,0.243038
8,0.1909584
10,0.1594937
12,0.1312839
24,0.07160941
36,0.05099458
48,0.0358047
