"Time [h]","Avg [mg/l]"
2,0.4922719
8,0.4645852
10,0.7477722
24,0.8449714
26,1.031417
32,1.203575
34,1.386519
48,1.413532
50,1.576855
72,1.5567
74,1.770398
96,1.638896
98,1.949712
120,1.770398
122,1.987698
144,2.079234
144.5,1.923598
145,2.132404
146,2.064826
146.25,2.05157
146.5,2.064826
146.75,2.091596
147,2.174008
147.5,2.146183
148,1.986554
150,2.012309
152,2.064826
154,2.132404
160,1.825723
168,2.063746
176,2.050478
192,1.802323
216,1.357011
240,0.9703429
312,0.2671167
