"Time [h]","Avg [mg/l]"
1.25,3.191227
1.5,1.018568
1.75,0.6769719
3,0.6522913
4,0.6343732
5,0.622702
7,0.6285105
9,0.5727828
24,0.2180897
32,0.1561255
48,0.09723635
72,0.04983175
96,0.02650407
