"Time [h]","Avg [mg/l]","Var [mg/l]"
360.5,0.135,0.0276
361,0.28,0.0688
362,0.376,0.0733
363,0.385,0.09519999
364,0.378,0.116
366,0.323,0.122
368,0.255,0.09769999
372,0.19,0.0658
376,0.17,0.0477
384,0.124,0.0524
408,0.0772,0.0376
432,0.0411,0.0237
