"Time [h]","Avg [mg/l]","Var [mg/l]"
0.5,0.0398,0.0222
1,0.072,0.0556
2,0.213,0.128
3,0.248,0.108
4,0.244,0.0898
6,0.159,0.0784
8,0.128,0.0656
12,0.0792,0.0336
16,0.0808,0.0353
24,0.0502,0.0305
48,0.0211,0.0046
72,0.009,0.0103
