"Time [h]","Avg [mg/l]","Var [mg/l]"
79,0.2804383,0.1061287
80,0.3169022,0.1768378
81,0.3595929,0.1767727
83,0.3449997,0.1414833
87,0.2346112,0.1059984
97,0.1491913,0.07057901
