"Time [h]","Avg [mg/l]"
0.5,0.02007865
1,0.053589
1.5,0.08035744
2,0.09840136
3,0.1149938
4,0.134384
6,0.1097419
8,0.08686855
24,0.0261685
32,0.02103955
48,0.01381398
56,0.01076568
72,0.007406719
80,0.006048542
96,0.004787853
