"Time [h]","Avg [mg/l]"
0.5,0.02044728
1,0.04728434
2,0.1073482
3,0.1801917
4,0.2479233
5,0.3041534
6,0.2543131
8,0.1878594
12,0.1316294
24,0.07284344
36,0.04984026
48,0.03961662
72,0.01661342
96,0.01022364
