"Time [h]","Avg [mg/l]"
0.5,0.09108434
1,0.3339759
2,0.5650603
3,0.6038554
4,0.6038554
5,0.5566264
6,0.5228915
8,0.4840963
12,0.3896385
24,0.2513253
