"Time [h]","Avg [mg/l]"
0.5,0.0005559225
1,0.01136464
2,0.07251016
3,0.1023226
4,0.1185971
5,0.1185971
6,0.09122502
8,0.06902897
12,0.04220424
24,0.02377215
36,0.01684596
48,0.01013207
72,0.003787456
