"Time [h]","Avg [mg/l]"
0.5,0.2287281
1,0.4252193
2,0.4313596
3,0.4267544
4,0.3914473
5,0.3208334
6,0.2302632
8,0.1780702
10,0.1458333
12,0.1120614
24,0.06600878
36,0.05065789
48,0.03377193
60,0.03223684
72,0.02609649
