"Time [h]","Avg [mg/l]"
0.5,0.02698795
1,0.07084337
2,0.1585542
3,0.2580723
4,0.3609639
5,0.4166265
6,0.4014457
8,0.3845783
12,0.3187952
24,0.2142169
