"Time [h]","Avg [mg/l]"
0.5,0.05905534
1,0.1718362
1.5,0.2205709
2,0.2115807
3,0.1516693
4,0.1117809
6,0.07271444
8,0.0566483
24,0.01671346
32,0.01231789
48,0.005743954
56,0.004352401
72,0.002569292
96,0.001072248
