"Time [h]","Avg [mg/l]"
0.5,2.802245
1,5.076573
1.08,4.335331
1.25,1.879832
1.5,0.8459502
2,0.622702
3,0.5123926
4,0.425557
5,0.3987787
7,0.3342866
9,0.2828384
24,0.1181697
32,0.07638182
48,0.04891495
72,0.02437935
96,0.01296668
