"Time [h]","Avg [mg/l]"
0.5,0.003426124
1,0.04453961
1.5,0.1164882
2,0.2346895
2.5,0.3169165
3,0.3460386
3.5,0.3357601
4,0.3152034
5,0.248394
6,0.1901499
8,0.1438972
12,0.08907922
24,0.05653105
36,0.03768737
48,0.02740899
