"Time [h]","Avg [mg/l]"
0.5,0.01686747
1,0.04048193
2,0.09614457
3,0.1720482
4,0.2530121
5,0.3086747
6,0.2563855
8,0.1939759
12,0.1180723
24,0.07084337
