"Time [h]","Avg [mg/l]"
1,0.001276596
2,0.08170214
3,0.24
4,0.3957447
5,0.486383
8,0.4340425
12,0.3485107
24,0.1940426
36,0.1008511
48,0.05234043
72,0.007659575
