"Time [h]","Avg [mg/l]"
2,2.688864
8,0.3535493
10,3.304299
24,0.4785402
26,3.434492
32,0.9290313
48,0.9844761
50,3.616097
72,0.8880755
74,3.807306
96,0.9532771
98,4.24786
120,1.056755
122,4.008625
144,1.282007
144.5,3.303853
145,4.032857
146,3.757393
146.08,2.777165
146.5,3.757393
146.75,2.065904
147,1.770398
147.5,1.851928
148,1.526951
150,1.507435
152,1.526951
154,1.566745
160,1.325478
168,1.351302
176,1.158013
192,1.092883
216,0.9548047
240,0.8129843
312,0.4356447
