"Time [h]","Avg [mg/l]"
672,0.365915
673.5,0.4899377
674,0.5761868
675,0.6350631
676,0.7230276
677,0.7590696
680,0.7113981
696,0.3968181
704,0.3061367
720,0.1499879
728,0.1102183
744,0.05761868
768,0.0236178
