"Time [h]","Avg [mg/l]"
0.5,0.02051282
1,0.0974359
1.5,0.2051282
2,0.2564103
2.5,0.3769231
3,0.4179488
3.5,0.4512821
4,0.4794872
5,0.4871795
6,0.4333334
8,0.3948718
12,0.2589743
24,0.1358975
36,0.0948718
48,0.06153847
