"Time [h]","Avg [mg/l]"
2,0.3098045
8,0.505101
10,0.7334819
24,0.8669921
26,0.9671663
32,1.114176
34,1.25093
48,1.45037
50,1.517162
72,1.576855
74,1.660114
96,1.71437
98,1.962292
120,1.816537
122,1.949712
144,2.09265
144.5,1.986554
145,2.160051
146,1.936027
146.08,1.948537
146.25,1.911248
146.5,2.05157
146.75,1.874673
147,2.038398
147.5,1.986554
148,2.118714
150,2.078168
152,2.160051
154,2.259667
160,2.050478
168,2.187088
176,2.131385
192,2.024198
216,1.745127
240,1.401487
312,0.7305936
