"Time [h]","Avg [mg/l]"
0.5,0.001295896
1,0.02332613
1.5,0.06479482
2,0.1088553
3,0.1762419
4,0.1956804
6,0.1840173
8,0.1542117
12,0.112743
24,0.05183585
