"Time [h]","Avg [mg/l]"
0.5,0.01025641
1,0.1102564
1.5,0.2974359
2,0.4333334
2.5,0.5358975
3,0.6615385
3.5,0.6128206
4,0.6846154
5,0.6487179
6,0.6025642
8,0.5717949
12,0.4410257
24,0.2615385
36,0.1461539
48,0.07692308
