"Time [h]","Avg [mg/l]"
0.5,0.001282051
1,0.01282051
1.5,0.03974359
2,0.06025641
3,0.09230769
4,0.0974359
6,0.06794873
8,0.04230769
12,0.03461539
24,0.01794872
