"Time [h]","Avg [mg/l]"
168,1.43715
240,2.324506
312,2.973663
384,3.423042
408,3.545621
432,3.26617
435,3.304701
438,3.304701
444,3.19045
456,3.044237
468,2.938992
480,2.707351
504,2.436151
528,1.972529
600,0.9096206
672,0.2623991
792,0.04161998
