"Time [h]","Avg [mg/l]"
0.5,0.001000402
1,0.01014376
1.5,0.02001611
2,0.02397137
3,0.03634258
4,0.03486129
6,0.02569291
8,0.01974039
24,0.00870831
32,0.006975066
48,0.004117491
56,0.003534822
72,0.002029569
96,0.0008238298
