"Time [h]","Avg [mg/l]"
0.5,0.2092105
1,0.493421
2,0.6671053
3,0.7539474
4,0.7322368
5,0.7322368
6,0.6690789
8,0.6256579
10,0.5111842
12,0.4914473
24,0.2585526
36,0.1460526
48,0.06907895
60,0.04934211
72,0.02368421
