"Time [h]","Avg [mg/l]"
0.5,0.0008656093
1,0.01984818
2,0.128732
3,0.2175739
4,0.260588
5,0.278256
6,0.2400722
8,0.2071282
12,0.1567316
24,0.07870664
36,0.03952448
48,0.01920772
72,0.002961488
