"Time [h]","Avg [mg/l]"
3,0.5235986
8,0.7611204
11,1.043849
24,1.328405
27,1.530039
32,1.555689
35,1.821859
48,2.012964
51,2.242681
72,2.318504
75,2.477928
96,2.477928
99,2.78375
120,2.950537
123,2.760706
144,2.715188
146,2.78375
153,2.975166
155,2.806987
160,2.561706
168,3.025042
176,3.075754
192,2.926112
216,2.830417
240,2.670421
312,1.852401
