"Time [h]","Avg [mg/l]"
0.5,0.07101175
1,0.2792605
1.5,0.371767
2,0.4117655
3,0.3794431
4,0.3755854
6,0.299968
8,0.2680759
24,0.1090743
32,0.07247797
48,0.0333369
