"Time [h]","Avg [mg/l]"
1,1.883455
8,0.1018139
9,2.242681
24,0.2457416
25,2.299311
32,0.3206285
33,2.205704
48,0.2648315
49,2.357372
72,0.2540499
73,2.396891
96,0.2498612
97,2.261401
120,0.2737852
121,2.561706
144,0.3179743
144.5,2.715188
145,2.280277
145.25,0.9138518
146,0.7121518
147,0.6339149
149,0.5785219
151,0.5022824
153,0.485856
160,0.3025042
168,0.3370255
176,0.2648315
192,0.1899176
216,0.1594972
240,0.1018139
312,0.03811722
