"Time [h]","Avg [mg/l]"
0.5,0.007692308
1,0.06923077
1.5,0.2
2,0.4025641
2.5,0.5641026
3,0.6333334
3.5,0.6564103
4,0.6769231
5,0.6692308
6,0.5871795
8,0.525641
12,0.3666667
24,0.2102564
36,0.1333333
48,0.08205128
