"Time [h]","Avg [mg/l]"
1,0.01999521
3,0.05931278
4,0.09685256
5,0.08705926
8,0.06959733
24,0.018166
28,0.2177525
48,0.04741612
72,0.07909486
96,0.09280955
100,0.3593814
168,0.1319381
216,0.1740768
220,0.4307837
240,0.1759424
244,0.4592373
264,0.1759424
268,0.4543678
336,0.2020951
337,0.2966349
338,0.4307837
339,0.444783
340,0.4354005
342,0.4084239
344,0.3790564
360,0.2154435
368,0.1581518
384,0.1148644
392,0.1010717
408,0.06255993
432,0.04040933
