"Time [h]","Avg [mg/l]"
1,0.03718522
2,0.08149127
3,0.1
4,0.1107757
6,0.1126813
8,0.09182543
24,0.02511886
32,0.01668101
48,0.009501184
56,0.008149127
72,0.005054797
96,0.002267543
